ADLOADINGTIME	ACCOUNTID	CAMPAIGNID	CREATIVEID	PLACEMENTID	TIMESTAMP	PLATFORM	PLATFORMVERSION	EXTERNALADSERVER	EXTERNALCREATIVEID	EXTERNALPLACEMENTID	EXTERNALSITEID	EXTERNALSUPPLIERID	INTENDEDDEVICETYPE	ACTUALDEVICETYPE	SDK	HOSTWINDOWHEIGHT	HOSTWINDOWWIDTH	TOPMOSTREACHABLEWINDOWHEIGHT	TOPMOSTREACHABLEWINDOWWIDTH	DEVICEORIENTATION	NETWORKTYPE	CDNNAME	CREATIVETYPE	GEOIP_LNG	GEOIP_LAT	GEOIP_TIMEZONE	GEOIP_COUNTRY	GEOIP_REGION	GEOIP_CITY	GEOIP_AREACODE	GEOIP_METROCODE	GEOIP_DMACODE	UA_HARDWARETYPE	UA_DEVICETYPE	UA_MOBILEDEVICE	UA_PLATFORM	UA_PLATFORMVERSION	UA_VENDOR	UA_MODEL	UA_OS	UA_OSVERSION	UA_BROWSER	UA_BROWSERVERSION	UA_BROWSERRENDERINGENGINE	FILESJSON	ERRORSJSON
57.828	707cd8f4c88718677e1b9eeecd01160d	ef070bfa66a86845986ebbb82770ecb3	4da0da5ef7d443a3beb33373019f1068	8a2538d8486f43186ea4dd78023582d0	1459498523	Android	5.1.1	598f379729bb422dda38111dcbb00ba5	null	null	375bc670eef7620bda2f75a9086b1561	null	Phone	Phone	6650fadcc0264109f8bd976558377652	250	300	250	300	0	null	b	Banner	30.4243	59.731	Europe/Moscow	Russian Federation	Saint Petersburg City	Pushkin	null	null	null	Mobile Phone	Phone	1	Android	5.1.1	Samsung	SM-G361HU	Android	5.1.1	Chrome Mobile	48.0.2564.106	WebKit	[{"type":"image","size":2648},{"type":"image","size":6117},{"type":"image","size":9114},{"type":"image","size":3969},{"type":"image","size":58462}]	[]
2.551	707cd8f4c88718677e1b9eeecd01160d	ef070bfa66a86845986ebbb82770ecb3	4da0da5ef7d443a3beb33373019f1068	8a2538d8486f43186ea4dd78023582d0	1459513063	Android	4.2.2	598f379729bb422dda38111dcbb00ba5	null	null	375bc670eef7620bda2f75a9086b1561	null	Phone	Phone	6650fadcc0264109f8bd976558377652	250	300	250	300	0	null	c	Banner	37.6156	55.75219	Europe/Moscow	Russian Federation	Moscow City	Moscow	null	null	null	Mobile Phone	Phone	1	Android	4.2.2	Samsung	SM-G386F	Android	4.2.2	Android Browser	4.0	WebKit	[{"type":"image","size":2648},{"type":"image","size":6117},{"type":"image","size":9114},{"type":"image","size":3969},{"type":"image","size":58462}]	[]
3.689	707cd8f4c88718677e1b9eeecd01160d	ef070bfa66a86845986ebbb82770ecb3	4da0da5ef7d443a3beb33373019f1068	8a2538d8486f43186ea4dd78023582d0	1459513715	Android	4.4.2	598f379729bb422dda38111dcbb00ba5	null	null	375bc670eef7620bda2f75a9086b1561	null	Phone	Phone	6650fadcc0264109f8bd976558377652	0	0	0	0	0	null	b	Banner	37.6156	55.75219	Europe/Moscow	Russian Federation	Moscow City	Moscow	null	null	null	Mobile Phone	Phone	1	Android	4.4.2	LG	E975	Android	4.4.2	Chrome Mobile	30.0.0.0	WebKit	[{"type":"image","size":2648},{"type":"image","size":6117},{"type":"image","size":9114},{"type":"image","size":3969},{"type":"image","size":58462}]	["0eb9621cf2b9bb13d433e6cc68747889"]
23.353	707cd8f4c88718677e1b9eeecd01160d	ef070bfa66a86845986ebbb82770ecb3	4da0da5ef7d443a3beb33373019f1068	8a2538d8486f43186ea4dd78023582d0	1459513937	Android	4.0.3	598f379729bb422dda38111dcbb00ba5	null	null	375bc670eef7620bda2f75a9086b1561	null	Phone	Phone	6650fadcc0264109f8bd976558377652	250	300	250	300	0	null	b	Banner	37.6156	55.75219	Europe/Moscow	Russian Federation	Moscow City	Moscow	null	null	null	Mobile Phone	Phone	1	Android	4.0.3	HTC	Z715e	Android	4.0.3	Android Browser	4.0	WebKit	[{"type":"image","size":2648},{"type":"image","size":6117},{"type":"image","size":9114},{"type":"image","size":3969},{"type":"image","size":58462}]	[]
2.456	707cd8f4c88718677e1b9eeecd01160d	ef070bfa66a86845986ebbb82770ecb3	4da0da5ef7d443a3beb33373019f1068	8a2538d8486f43186ea4dd78023582d0	1459524753	Android	4.2.2	598f379729bb422dda38111dcbb00ba5	null	null	375bc670eef7620bda2f75a9086b1561	null	Phone	Tablet	6650fadcc0264109f8bd976558377652	240	320	240	320	0	null	c	Banner	37.6156	55.75219	Europe/Moscow	Russian Federation	Moscow City	Moscow	null	null	null	Tablet	Tablet	1	Android	4.2.2	Prestigio	PMP7100D3G	Android	4.2.2	Android Browser	4.0	WebKit	[{"type":"image","size":2648},{"type":"image","size":6117},{"type":"image","size":9114},{"type":"image","size":3969},{"type":"image","size":58462}]	["0eb9621cf2b9bb13d433e6cc68747889"]
1.124	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516583	IOS	8.3	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	376	320	376	320	0	null	b	ExpandableBanner	-82.4012	34.84599	America/New_York	United States	South Carolina	Greenville	864	567	567	Mobile Phone	Phone	1	IOS	8.3	Apple	iPhone	IOS	8.3	Safari	8.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
0.907	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516585	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	667	375	667	375	0	null	a	ExpandableBanner	-95.6491	29.9156	America/Chicago	United States	Texas	Houston	281	618	618	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
1.914	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516595	Android	4.4.2	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	615	360	615	360	0	null	c	ExpandableBanner	-121.46519	38.5749	America/Los_Angeles	United States	California	Sacramento	916	862	862	Mobile Phone	Phone	1	Android	4.4.2	Samsung	SPH-L900	Android	4.4.2	Android Browser	4.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
2.906	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516639	IOS	9.0.2	149d62d213b2dfec327ac2dc3391d0d5	null	5229c4d7a80931db95c7cc717f6d03b1	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	526	320	526	320	0	null	a	ExpandableBanner	-97.477	35.33389	America/Chicago	United States	Oklahoma	Oklahoma City	405	650	650	Mobile Phone	Phone	1	IOS	9.0.2	Apple	iPhone	IOS	9.0.2	Safari	null	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	[]
0.668	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516638	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	375	667	375	667	90	null	c	ExpandableBanner	-111.8413	33.30619	America/Phoenix	United States	Arizona	Chandler	480	753	753	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
0.924	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516639	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	628	375	628	375	0	null	c	ExpandableBanner	-93.1874	45.0724	America/Chicago	United States	Minnesota	Saint Paul	651	613	613	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
3.246	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516642	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	453	320	453	320	0	null	a	ExpandableBanner	-97	38	null	United States	null	null	null	null	null	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	null	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
2.051	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516648	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	615	360	615	360	0	null	b	ExpandableBanner	-95.5238	29.7397	America/Chicago	United States	Texas	Houston	713	618	618	Mobile Phone	Phone	1	Android	5.1.1	Verizon	SM-G920V	Android	5.1.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
3.643	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516652	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	707	412	707	412	0	null	b	ExpandableBanner	-87.65	41.85	America/Chicago	United States	Illinois	Chicago	312	602	602	Mobile Phone	Phone	1	Android	5.1.1	Samsung	SM-G928T	Android	5.1.1	Samsung Browser	3.4	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
0.781	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516653	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	5229c4d7a80931db95c7cc717f6d03b1	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	625	375	625	375	0	null	a	ExpandableBanner	-84.3321	30.5252	America/New_York	United States	Florida	Tallahassee	850	530	530	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	[]
1.274	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516662	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	628	375	628	375	0	null	c	ExpandableBanner	-82.4727	27.2856	America/New_York	United States	Florida	Sarasota	941	539	539	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
1.905	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516678	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	529	320	529	320	0	null	b	ExpandableBanner	-95.367	29.7523	America/Chicago	United States	Texas	Houston	713	618	618	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
0.595	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516679	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	376	320	376	320	0	null	c	ExpandableBanner	-74.1979	39.9537	America/New_York	United States	New Jersey	Toms River	732	501	501	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
1.687	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516693	Android	4.4.2	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	615	360	615	360	0	null	b	ExpandableBanner	-86.7323	36.1387	America/Chicago	United States	Tennessee	Nashville	615	659	659	Mobile Phone	Phone	1	Android	4.4.2	Samsung	SCH-I535	Android	4.4.2	Android Browser	4.0	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
6.993	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516721	Android	5.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	615	360	615	360	0	null	b	ExpandableBanner	-97.7418	31.2164	America/Chicago	United States	Texas	Killeen	254	625	625	Mobile Phone	Phone	1	Android	5.1	Motorola	XT1254	Android	5.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
1.136	75552b6682f38994379b44da9e6667ce	4e1d2d50e8e34aa3f7cc632491017c1f	d56930a7a2cf93fc9991ec637284acdf	a6d6d6221d8bdf06d22d0a8970ac1f41	1459516723	IOS	9.1	149d62d213b2dfec327ac2dc3391d0d5	null	81d39ebc45daa4220b1d5cfa81ce376c	e8dfd4d5a2d3f6641f6d61eac1c321cf	null	Phone	Phone	MobileWeb	559	375	559	375	0	null	c	ExpandableBanner	-85.8401	38.28129	America/Indiana/Indianapolis	United States	Indiana	New Albany	812	529	529	Mobile Phone	Phone	1	IOS	9.1	Apple	iPhone	IOS	9.1	Safari	null	WebKit	[{"type":"image","size":19438},{"type":"image","size":7083},{"type":"image","size":7393},{"type":"image","size":1704},{"type":"image","size":9051},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":69298},{"type":"image","size":65716},{"type":"image","size":69298},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":7083},{"type":"image","size":10116},{"type":"image","size":4035},{"type":"image","size":6382},{"type":"image","size":4252}]	["218bf447841fa2da25dde7408e518979"]
